"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id"
6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,5,1492
6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,5,1493
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5,1495
7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,5,1496
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5,1497
6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.53333333,5,1498
7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5,1500
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,1501
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,1503
6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5,1506
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5,1507
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5,1508
6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,5,1509
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,1510
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,1511
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,1512
7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,5,1513
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,1514
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,1515
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1516
7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5,1518
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,1519
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,1522
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5,1527
6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,5,1530
6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5,5,1531
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5,1532
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5,1535
7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,5,1536
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,5,1537
6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5,1538
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,1539
6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5,1545
6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5,1546
7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5,1547
7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,5,1548
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,1550
5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,5,1552
6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,5,1555
6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5,1556
6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5,1558
5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.33333333,5,1559
6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5,1560
6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,5,1561
6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5,1563
6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,5,1564
6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,5,1565
8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,5,1567
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,1569
6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,1570
6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5,1573
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5,1574
8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,5,1575
5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5,1576
5.9,0.3,0.29,1.1,0.036,23,56,0.9904,3.19,0.38,11.3,5,1577
5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5,1582
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.56666667,5,1587
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,5,1588
5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5,1590
5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5,1591
8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,5,1593
6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,5,1594
4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,5,1596
4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667,5,1597
4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5,1598
7.2,0.26,0.32,10.4,0.062,23,114,0.9966,3.23,0.49,10.5,5,1599
6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,5,1601
6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,5,1602
6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,5,1603
6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6,5,1606
5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,5,1608
6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,5,1609
6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5,1610
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,1615
7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9,5,1618
5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,1620
5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,1621
6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5,1622
5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5,1624
6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,5,1625
5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,5,1626
6.6,0.38,0.29,2.4,0.136,15,93,0.99336,3.18,0.6,9.5,5,1627
6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,5,1629
5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,5,1631
6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,5,1632
6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.633333333,5,1633
6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5,1638
6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,5,1639
6.6,0.32,0.36,8,0.047,57,168,0.9949,3.15,0.46,9.6,5,1640
6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,1642
8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6,1643
7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6,1644
7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6,1645
6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,6,1647
7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,1648
6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,1649
8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6,1650
6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6,1651
7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6,1652
6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,6,1653
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,6,1654
7.4,0.27,0.48,1.1,0.047,17,132,0.9914,3.19,0.49,11.6,6,1657
8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6,1658
7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,6,1662
6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,6,1663
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,1665
6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,6,1666
6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6,1667
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,1668
7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,6,1669
6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1,6,1671
6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6,1674
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,1675
7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6,1676
6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6,1678
7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6,1680
8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,6,1682
6.8,0.22,0.31,1.4,0.053,34,114,0.9929,3.39,0.77,10.6,6,1683
7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6,1684
7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,6,1685
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,1686
6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,6,1688
7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6,1691
6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,1692
7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6,1695
7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6,1696
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6,1699
6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,6,1700
6.1,0.3,0.56,2.7,0.046,46,184,0.9924,3.31,0.57,10.9,6,1703
8.2,0.23,0.4,1.2,0.027,36,121,0.992,3.12,0.38,10.7,6,1704
8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6,1705
8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,6,1707
6.3,0.255,0.37,1.1,0.04,37,114,0.9905,3,0.39,10.9,6,1709
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,1711
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,1713
8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7,6,1714
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,1716
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,1717
7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,6,1720
6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,6,1721
6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,6,1723
6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,6,1726
6.4,0.3,0.45,3.5,0.197,76,180,0.9942,3.02,0.39,9.1,6,1728
6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6,1731
7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,6,1732
6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,6,1733
6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4,6,1734
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,1735
7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,6,1736
8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6,1739
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,1742
6.8,0.52,0.32,13.2,0.044,54,221,0.9972,3.27,0.5,9.6,6,1744
6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,6,1745
6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,6,1746
6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,6,1747
6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,6,1749
7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6,1751
6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,6,1752
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6,1753
5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,6,1754
5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,6,1755
6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,1757
6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,6,1759
5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6,1760
6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6,1761
7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6,1762
6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6,1763
6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6,1767
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,1768
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,1769
7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6,1770
6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,6,1771
7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6,1772
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,1773
6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6,1774
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,1775
6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,6,1776
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,1777
6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6,1778
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6,1779
6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,6,1781
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,1782
6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6,1784
6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6,1787
5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6,1788
6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6,1790
7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6,1791
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,1795
6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6,1796
10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6,1797
6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6,1798
6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6,1799
6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6,1800
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,1801
6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6,1802
6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,1803
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,1804
6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6,1805
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,1806
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,1807
7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6,1809
7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6,1810
6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6,1813
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,1815
6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6,1816
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,1817
6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6,1819
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,1823
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6,1824
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,1828
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,1831
6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6,1832
6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6,1833
6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6,1834
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,1835
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,1836
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,1839
7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6,1840
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6,1841
5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6,1844
7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6,1846
5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6,1848
6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6,1849
7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6,1854
5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6,1858
7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,6,1860
6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6,1862
6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6,1866
7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6,1868
7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6,1869
5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,1872
5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6,1874
5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6,1875
6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6,1876
5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6,1877
5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6,1878
6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6,1879
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,1880
6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,6,1884
5.5,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,6,1885
6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,6,1886
6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6,1887
6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6,1888
6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6,1889
6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6,1891
7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6,1892
7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,6,1893
7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6,1895
6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,6,1896
6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6,1897
8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6,1899
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,1901
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,1902
7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6,1903
7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6,1904
7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,6,1906
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,1909
7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6,1911
7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,1912
5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6,1916
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,1917
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,1918
5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6,1919
5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6,1922
6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6,1923
5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6,1925
9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,6,1927
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,1928
6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,6,1929
7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,6,1932
6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,6,1933
6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,6,1935
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6,1936
6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,6,1939
7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,6,1940
5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6,1943
7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6,1945
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,1946
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,1947
6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,6,1951
6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,6,1952
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,1953
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,1954
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,1955
5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6,1957
7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,6,1958
7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,1960
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,1961
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,1962
7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,6,1963
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,1964
6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6,1965
6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,6,1966
7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,1967
6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,6,1968
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,1969
5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6,1971
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6,1972
6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,6,1975
8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,6,1976
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,1978
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,1979
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,1980
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,1982
7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,6,1983
6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,6,1984
5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,6,1985
