"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id","quality.hat","match"
6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,6,2120,5,FALSE
7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6,2121,5,FALSE
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,2125,6,TRUE
6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6,6,2126,6,TRUE
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,2128,6,TRUE
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,2131,6,TRUE
7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6,2132,6,TRUE
8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6,2134,5,FALSE
9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6,2135,6,TRUE
7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,6,2136,5,FALSE
7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,6,2143,6,TRUE
7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,6,2144,5,FALSE
7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,6,2145,6,TRUE
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,2146,6,TRUE
6.2,0.21,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,6,2154,5,FALSE
6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,6,2155,6,TRUE
7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,6,2156,6,TRUE
9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,6,2158,6,TRUE
8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6,2160,6,TRUE
6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6,2163,5,FALSE
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,2165,5,FALSE
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,2168,6,TRUE
9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6,2173,5,FALSE
7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,6,2174,5,FALSE
5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,6,2178,5,FALSE
7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,6,2185,5,FALSE
9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6,2192,5,FALSE
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,2193,5,FALSE
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,2199,6,TRUE
6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6,2201,6,TRUE
10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6,2205,6,TRUE
10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6,2206,5,FALSE
6.9,0.27,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,6,2207,6,TRUE
6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,6,2210,6,TRUE
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,2213,6,TRUE
6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6,2216,6,TRUE
6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,2217,5,FALSE
5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,2218,5,FALSE
7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,2219,5,FALSE
7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6,2221,6,TRUE
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,2225,5,FALSE
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,2236,5,FALSE
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,2239,6,TRUE
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,2241,6,TRUE
7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6,2244,5,FALSE
7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6,2245,6,TRUE
6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6,2247,6,TRUE
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,2250,5,FALSE
7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6,2252,6,TRUE
6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,6,2262,6,TRUE
6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,6,2263,6,TRUE
5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,6,2264,5,FALSE
7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,6,2268,5,FALSE
8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6,2276,6,TRUE
8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,6,2277,6,TRUE
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,2278,5,FALSE
7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,6,2280,6,TRUE
7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,2281,6,TRUE
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,2282,6,TRUE
8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,2285,5,FALSE
7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6,2292,5,FALSE
6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,6,2293,6,TRUE
6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,6,2294,6,TRUE
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,2300,6,TRUE
7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6,2302,5,FALSE
6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,6,2306,6,TRUE
7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,6,2312,6,TRUE
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,2317,6,TRUE
7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6,2324,6,TRUE
8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,6,2326,5,FALSE
6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,6,2328,5,FALSE
6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6,2329,6,TRUE
6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,6,2331,5,FALSE
9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,6,2334,5,FALSE
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,2335,6,TRUE
7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6,6,2336,6,TRUE
6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6,2341,6,TRUE
6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6,2342,6,TRUE
7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6,2344,6,TRUE
6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,6,2346,5,FALSE
6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6,2347,5,FALSE
7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6,2348,5,FALSE
8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,6,2349,5,FALSE
6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,6,2354,6,TRUE
6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6,2355,5,FALSE
7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6,2359,5,FALSE
6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,6,2361,6,TRUE
6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,6,2363,5,FALSE
6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6,2364,6,TRUE
7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6,2369,5,FALSE
6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,6,2370,5,FALSE
5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6,2371,6,TRUE
7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,6,2372,6,TRUE
7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,6,2373,6,TRUE
6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6,2374,5,FALSE
8.7,0.34,0.46,13.8,0.055,68,198,0.9988,3.36,0.37,9.5,6,2379,5,FALSE
8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,6,2380,5,FALSE
6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,2384,6,TRUE
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,2386,5,FALSE
6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6,2389,5,FALSE
6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,6,2392,5,FALSE
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,2393,6,TRUE
6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6,2394,5,FALSE
8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,6,2395,5,FALSE
7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6,2396,5,FALSE
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,2397,6,TRUE
7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6,2399,6,TRUE
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,2400,6,TRUE
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,2404,6,TRUE
6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,2409,6,TRUE
7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,2411,6,TRUE
6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,2412,6,TRUE
7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,2414,6,TRUE
6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,6,2417,5,FALSE
7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,6,2419,5,FALSE
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,2425,5,FALSE
8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6,2431,6,TRUE
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,2433,5,FALSE
7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6,2439,6,TRUE
7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6,2440,6,TRUE
6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6,2443,6,TRUE
6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6,2444,5,FALSE
7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6,2445,5,FALSE
8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6,2447,5,FALSE
8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,2448,5,FALSE
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,2453,6,TRUE
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,2454,6,TRUE
8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6,2457,6,TRUE
8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,2462,5,FALSE
6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6,2468,6,TRUE
8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6,2474,6,TRUE
6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,6,2480,6,TRUE
8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6,2483,5,FALSE
6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,6,2484,5,FALSE
8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,6,2490,6,TRUE
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,2493,6,TRUE
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,2496,6,TRUE
7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,2498,6,TRUE
7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,2499,5,FALSE
6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6,2505,5,FALSE
7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6,2508,5,FALSE
6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6,2515,6,TRUE
5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,6,2516,6,TRUE
6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6,2517,5,FALSE
6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6,2522,5,FALSE
5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6,2524,5,FALSE
5.9,0.17,0.3,1.4,0.042,25,119,0.9931,3.68,0.72,10.5,6,2529,6,TRUE
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,2532,6,TRUE
8.3,0.17,0.31,1.5,0.049,48,153,0.9942,3.12,0.58,9.4,6,2533,5,FALSE
8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,6,2534,6,TRUE
6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4,6,2537,5,FALSE
8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,6,2538,6,TRUE
7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6,2541,6,TRUE
6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12,6,2542,6,TRUE
5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6,2543,5,FALSE
7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6,2544,6,TRUE
7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6,2550,5,FALSE
6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,6,2552,6,TRUE
8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,2556,5,FALSE
7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,6,2561,6,TRUE
8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5,6,2562,5,FALSE
7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6,2568,6,TRUE
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6,2569,5,FALSE
6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6,2570,6,TRUE
6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,6,2573,6,TRUE
6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,6,2574,6,TRUE
8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6,2580,6,TRUE
7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,6,2582,6,TRUE
7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,6,2583,5,FALSE
6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6,2586,6,TRUE
8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,2588,6,TRUE
6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6,2590,6,TRUE
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6,2593,5,FALSE
7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,6,2596,6,TRUE
6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6,2599,6,TRUE
8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,6,2600,5,FALSE
6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,6,2606,6,TRUE
6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,2609,6,TRUE
7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,2616,5,FALSE
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,2618,6,TRUE
6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9,6,2621,6,TRUE
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,2627,6,TRUE
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,2629,6,TRUE
8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,6,2630,5,FALSE
7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,6,2631,6,TRUE
8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,6,2632,6,TRUE
7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,6,2633,5,FALSE
6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,6,2635,5,FALSE
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,2636,6,TRUE
8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,6,2637,6,TRUE
6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6,2638,6,TRUE
7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,6,2640,6,TRUE
6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,6,2641,5,FALSE
7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6,2642,6,TRUE
7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6,2643,6,TRUE
6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,2649,5,FALSE
8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,6,2653,6,TRUE
8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,6,2654,5,FALSE
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,2661,6,TRUE
8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6,2665,5,FALSE
8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,6,2667,5,FALSE
8,0.26,0.28,4.8,0.05,34,150,0.99437,3.13,0.5,10,6,2668,5,FALSE
7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6,2669,5,FALSE
6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6,2672,5,FALSE
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,2677,6,TRUE
5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,6,2680,5,FALSE
6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,6,2682,5,FALSE
6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,6,2683,6,TRUE
6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6,2684,6,TRUE
6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6,2685,6,TRUE
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,2687,6,TRUE
8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,6,2689,5,FALSE
7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,6,2693,5,FALSE
6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,6,2695,6,TRUE
7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,6,2697,5,FALSE
6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6,2699,6,TRUE
6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,6,2700,6,TRUE
7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,6,2705,5,FALSE
9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,2708,6,TRUE
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,2709,6,TRUE
5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6,2710,5,FALSE
9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,2712,6,TRUE
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,2713,6,TRUE
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,2718,6,TRUE
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,2719,6,TRUE
6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6,2722,6,TRUE
6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6,2724,6,TRUE
5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,6,2738,5,FALSE
7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,6,2740,5,FALSE
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,2743,6,TRUE
7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6,2746,6,TRUE
9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,6,2750,5,FALSE
7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,6,2752,6,TRUE
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,2754,5,FALSE
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6,2755,6,TRUE
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6,2756,5,FALSE
6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6,2758,6,TRUE
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,2762,5,FALSE
6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,6,2772,6,TRUE
7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6,2786,5,FALSE
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,2787,6,TRUE
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,2791,6,TRUE
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,2792,6,TRUE
7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6,2793,6,TRUE
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6,2795,6,TRUE
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,2803,6,TRUE
6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,6,2805,5,FALSE
7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,6,2810,5,FALSE
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6,2811,5,FALSE
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,2813,5,FALSE
8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6,2814,6,TRUE
7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6,2817,5,FALSE
7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,6,2818,6,TRUE
6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,6,2819,6,TRUE
7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6,2821,5,FALSE
7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,6,2822,6,TRUE
6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,6,2826,5,FALSE
6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6,2828,6,TRUE
7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,6,2829,6,TRUE
7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6,2837,6,TRUE
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,2838,6,TRUE
5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6,2839,6,TRUE
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,2841,5,FALSE
6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,6,2843,5,FALSE
8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,6,2849,6,TRUE
6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6,2850,6,TRUE
