"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id"
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,2454
8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6,2457
8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,2462
6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6,2468
8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6,2474
6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,6,2480
8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6,2483
6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,6,2484
8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,6,2490
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,2493
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,2496
7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,2498
7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,2499
6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6,2505
7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6,2508
6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6,2515
5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,6,2516
6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6,2517
6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6,2522
5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6,2524
5.9,0.17,0.3,1.4,0.042,25,119,0.9931,3.68,0.72,10.5,6,2529
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,2532
8.3,0.17,0.31,1.5,0.049,48,153,0.9942,3.12,0.58,9.4,6,2533
8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,6,2534
6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4,6,2537
8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,6,2538
7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6,2541
6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12,6,2542
5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6,2543
7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6,2544
7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6,2550
6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,6,2552
8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,2556
7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,6,2561
8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5,6,2562
7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6,2568
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6,2569
6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6,2570
6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,6,2573
6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,6,2574
8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6,2580
7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,6,2582
7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,6,2583
6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6,2586
8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,2588
6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6,2590
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6,2593
7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,6,2596
6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6,2599
8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,6,2600
6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,6,2606
6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,2609
7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,2616
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,2618
6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9,6,2621
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,2627
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,2629
8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,6,2630
7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,6,2631
8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,6,2632
7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,6,2633
6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,6,2635
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,2636
8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,6,2637
6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6,2638
7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,6,2640
6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,6,2641
7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6,2642
7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6,2643
6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,2649
8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,6,2653
8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,6,2654
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,2661
8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6,2665
8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,6,2667
8,0.26,0.28,4.8,0.05,34,150,0.99437,3.13,0.5,10,6,2668
7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6,2669
6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6,2672
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,2677
5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,6,2680
6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1,6,2682
6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,6,2683
6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6,2684
6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,6,2685
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,2687
8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,6,2689
7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,6,2693
6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,6,2695
7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,6,2697
6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6,2699
6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,6,2700
7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,6,2705
9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,2708
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,2709
5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6,2710
9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,2712
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,2713
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,2718
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,2719
6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6,2722
6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6,2724
5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,6,2738
7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,6,2740
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,2743
7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6,2746
9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,6,2750
7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,6,2752
7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6,2754
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6,2755
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6,2756
6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6,2758
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,2762
6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,6,2772
7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6,2786
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,2787
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,2791
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,2792
7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6,2793
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6,2795
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,2803
6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,6,2805
7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,6,2810
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6,2811
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,2813
8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6,2814
7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6,2817
7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,6,2818
6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,6,2819
7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6,2821
7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,6,2822
6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,6,2826
6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6,2828
7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,6,2829
7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6,2837
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,2838
5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6,2839
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6,2841
6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,6,2843
8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,6,2849
6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6,2850
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,2852
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,2853
6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6,2855
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,2857
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,2861
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,2867
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,2869
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,2870
6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,2874
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,2875
6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6,2878
7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6,2880
6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6,2882
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,2884
6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,6,2889
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,2893
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,2897
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,2904
7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,6,2907
7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,2920
6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6,2928
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,2929
6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,6,2931
7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,2934
7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6,2937
7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,6,2939
7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,6,2941
6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,6,2950
6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,6,2951
6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,6,2953
7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,6,2960
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,2961
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,2962
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,2963
7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,2964
7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6,2969
6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,6,2972
7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6,2974
5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5,6,2976
5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,2978
7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,6,2979
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,2982
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,2984
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,2986
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,2991
5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,6,2996
6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,6,2998
5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,3001
6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6,3004
6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6,3005
6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6,3006
6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,6,3007
6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6,3010
6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,6,3011
7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6,3012
7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,6,3014
6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,6,3016
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,3018
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,3021
5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6,3023
5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,3025
8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,6,3030
6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6,3036
5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,6,3037
6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6,3041
6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6,3042
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,3047
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,3048
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,3060
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,3061
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,3062
6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,3067
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,3068
6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,6,3071
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,3074
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6,3081
8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6,3084
6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,6,3085
7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6,3088
6.3,0.19,0.29,5.5,0.042,44,189,0.99304,3.19,0.47,10.3,6,3089
5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6,3093
5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6,3094
7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6,3096
6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6,3097
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,3103
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,3104
5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6,3105
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,3107
7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6,3108
8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6,3109
6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6,3111
7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,6,3113
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6,3118
6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6,3120
6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,3121
6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6,3125
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,3126
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,3127
8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6,3131
7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6,3133
6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,3137
7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6,3150
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,3156
7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6,3157
7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6,3160
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,3161
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,3162
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,3168
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,3172
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,3173
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,3175
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,3176
7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6,3177
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,3182
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,3183
6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6,3184
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,3185
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6,3186
6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6,3187
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,3192
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,3201
5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6,3205
6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6,3206
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6,3209
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,3210
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,3213
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,3215
6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6,3216
6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6,3217
6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6,3221
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,3223
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,3224
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,3232
6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6,3234
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,3236
6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,6,3240
6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6,3241
6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6,3243
6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6,3244
5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,6,3245
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,3248
7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6,3250
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,3251
6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6,3252
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,3253
7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6,3257
6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,6,3260
6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6,3261
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,3262
6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6,3263
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,3264
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,3266
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,3267
6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,3269
7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6,3277
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,3283
7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6,3285
5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6,3289
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,3290
5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6,3291
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,3293
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,3294
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,3295
8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,3297
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,3299
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,3306
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,3309
